Symbol,Name,LastSale, MarketCap ,IPOyear,Sector,industry,Summary Quote
LMRK,Landmark Infrastructure Partners LP,16.34, $414.03M ,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk
LMRKN,Landmark Infrastructure Partners LP,25.42, $50.84M ,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn
LMRKO,Landmark Infrastructure Partners LP,25.46, $62.71M ,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko
LMRKP,Landmark Infrastructure Partners LP,25.88, $41.23M ,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp
LMST,"Limestone Bancorp, Inc.",15.07, $112.58M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst
LNDC,Landec Corporation,10.77, $313.91M ,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc
LNGR,Global X Longevity Thematic ETF,21.2801, $21.28M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lngr
LNT,Alliant Energy Corporation,51.44, $12.22B ,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/lnt
LNTH,"Lantheus Holdings, Inc.",22.46, $877.72M ,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth
LOAC,Longevity Acquisition Corporation,10.2, $53.75M ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac
LOACR,Longevity Acquisition Corporation,0.2001, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr
LOACU,Longevity Acquisition Corporation,10.4, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu
LOACW,Longevity Acquisition Corporation,0.1001, n/a ,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw
LOAN,"Manhattan Bridge Capital, Inc",6.25, $60.36M ,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
LOB,"Live Oak Bancshares, Inc.",18.45, $742.32M ,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob
LOCO,"El Pollo Loco Holdings, Inc.",10.78, $397.11M ,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/loco
LOGC,"LogicBio Therapeutics, Inc.",9.5, $213.7M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc
LOGI,Logitech International S.A.,39.57, $6.59B ,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi
LOGM,"LogMein, Inc.",71.97, $3.56B ,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm
LONE,Lonestar Resources US Inc.,2.55, $63.83M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone
LOOP,"Loop Industries, Inc.",12.99, $506.77M ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop
LOPE,"Grand Canyon Education, Inc.",125.96, $6.09B ,2008,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lope
LORL,"Loral Space and Communications, Inc.",38.19, $1.18B ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl
LOVE,The Lovesac Company,19.98, $290.32M ,2018,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/love
LPCN,Lipocine Inc.,2.03, $50.43M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn
LPLA,LPL Financial Holdings Inc.,74.67, $6.15B ,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla
LPSN,"LivePerson, Inc.",37.63, $2.47B ,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn
LPTH,"LightPath Technologies, Inc.",0.75, $19.36M ,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth
LPTX,"LEAP THERAPEUTICS, INC.",1.42, $34.14M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx
LQDA,"Liquidia Technologies, Inc.",6.62, $123.42M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda
LQDT,"Liquidity Services, Inc.",6.83, $229.84M ,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt
LRAD,LRAD Corporation,3.77, $122.8M ,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad
LRCX,Lam Research Corporation,205.69, $29.71B ,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx
LRGE,ClearBridge Large Cap Growth ESG ETF,34.8408, $5.23M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lrge
LSBK,"Lake Shore Bancorp, Inc.",14.7, $87.58M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk
LSCC,Lattice Semiconductor Corporation,19.08, $2.53B ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc
LSTR,"Landstar System, Inc.",110.15, $4.37B ,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr
LSXMA,Liberty Media Corporation,40.09, $12.73B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma
LSXMB,Liberty Media Corporation,41.32, $13.12B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb
LSXMK,Liberty Media Corporation,40.53, $12.87B ,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk
LTBR,Lightbridge Corporation,0.6867, $26.02M ,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr
LTRPA,"Liberty TripAdvisor Holdings, Inc.",10.32, $774.79M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa
LTRPB,"Liberty TripAdvisor Holdings, Inc.",10.5, $788.3M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb
LTRX,"Lantronix, Inc.",3.56, $79.96M ,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx
LTXB,"LegacyTexas Financial Group, Inc.",40.6, $1.98B ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb
LULU,lululemon athletica inc.,179.59, $23.4B ,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu
LUNA,Luna Innovations Incorporated,5.81, $164.43M ,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna
LVGO,"Livongo Health, Inc.",36.25, $3.3B ,2019,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/lvgo
LVHD,Legg Mason Low Volatility High Dividend ETF,32.14, $633.21M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd
LWAY,"Lifeway Foods, Inc.",3.07, $48.49M ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway
LX,LexinFintech Holdings Ltd.,10.27, $1.8B ,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx
LXRX,"Lexicon Pharmaceuticals, Inc.",1.46, $155.16M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx
LYFT,"Lyft, Inc.",58.08, $17B ,2019,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lyft
LYL,Dragon Victory International Limited,0.94, $10.74M ,2017,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/lyl
LYTS,LSI Industries Inc.,4.08, $105.83M ,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts
MACK,"Merrimack Pharmaceuticals, Inc.",6.69, $89.31M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MAGS,Magal Security Systems Ltd.,4.6479, $107.62M ,1993,Capital Goods,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MAMS,"MAM Software Group, Inc.",10.9, $137.5M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
MANH,"Manhattan Associates, Inc.",84.25, $5.42B ,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
MANT,ManTech International Corporation,68.52, $3.67B ,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MAR,Marriott International,132.41, $43.61B ,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MARA,"Marathon Patent Group, Inc.",2.06, $13.15M ,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MARK,"Remark Holdings, Inc.",0.7095, $32.73M ,n/a,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/mark
MARPS,Marine Petroleum Trust,2.1343, $4.27M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MASI,Masimo Corporation,153.63, $8.19B ,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MAT,"Mattel, Inc.",11.51, $3.98B ,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,30.92, $973.62M ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MAYS,"J. W. Mays, Inc.",35.35, $71.26M ,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/mays
MBB,iShares MBS ETF,107.84, $18.6B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbb
MBCN,Middlefield Banc Corp.,46.55, $150.95M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MBII,"Marrone Bio Innovations, Inc.",1.41, $156.12M ,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MBIN,Merchants Bancorp,17.24, $494.9M ,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MBINP,Merchants Bancorp,27.6, $55.2M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbinp
MBIO,"Mustang Bio, Inc.",3.55, $143.6M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MBOT,Microbot Medical Inc. ,5.95, $25.63M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MBRX,"Moleculin Biotech, Inc.",1.1, $49.71M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MBSD,FlexShares Disciplined Duration MBS Index Fund,23.5, $32.9M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mbsd
MBTF,M B T Financial Corp,10.11, $232.91M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf
MBUU,"Malibu Boats, Inc.",26.18, $545.88M ,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MBWM,Mercantile Bank Corporation,32.07, $526.73M ,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MCBC,Macatawa Bank Corporation,10.1, $344.05M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc
MCEF,First Trust Municipal CEF Income Opportunity ETF,19.53, $9.77M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mcef
MCEP,"Mid-Con Energy Partners, LP",0.4241, $13.06M ,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MCFT,"MasterCraft Boat Holdings, Inc.",14.54, $272.25M ,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MCHI,iShares MSCI China ETF,55.15, $3.64B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mchi
MCHP,Microchip Technology Incorporated,90.38, $21.51B ,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MCHX,"Marchex, Inc.",3.46, $148.83M ,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MCRB,"Seres Therapeutics, Inc.",2.87, $200.65M ,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mcrb
MCRI,"Monarch Casino & Resort, Inc.",45.77, $826.17M ,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDB,"MongoDB, Inc.",146.23, $8.09B ,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MDCA,MDC Partners Inc.,2.21, $159M ,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MDCO,The Medicines Company,32.58, $2.59B ,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdco
MDGL,"Madrigal Pharmaceuticals, Inc.",93.31, $1.44B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MDGS,Medigus Ltd.,2.25, $8.54M ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.5, n/a ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDIV,First Trust Multi-Asset Diversified Income Index Fund,18.22, $675.05M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mdiv
MDJH,MDJM LTD,2.8819, $33.49M ,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh
MDLZ,"Mondelez International, Inc.",54.57, $78.7B ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MDRR,"Medalist Diversified REIT, Inc.",4.36, $19.56M ,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr
MDRX,"Allscripts Healthcare Solutions, Inc.",9.28, $1.55B ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mdrx
MDSO,"Medidata Solutions, Inc.",91.43, $5.71B ,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDWD,MediWound Ltd.,3.17, $86.16M ,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",79.5, $2.85B ,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEET,"The Meet Group, Inc.",3.45, $263.09M ,n/a,Consumer Services,Advertising,https://www.nasdaq.com/symbol/meet
MEIP,"MEI Pharma, Inc.",1.59, $113.35M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MELI,"MercadoLibre, Inc.",637.57, $31.69B ,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
MEOH,Methanex Corporation,33.59, $2.56B ,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MERC,Mercer International Inc.,11.52, $750.76M ,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MESA,"Mesa Air Group, Inc.",6.14, $171.73M ,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MESO,Mesoblast Limited,5.13, $508M ,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
METC,"Ramaco Resources, Inc.",3.76, $153.53M ,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/metc
MFIN,Medallion Financial Corp.,4.59, $112.96M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.9916, n/a ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MFNC,Mackinac Financial Corporation,14.32, $153.81M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc
MFSF,MutualFirst Financial Inc.,32.17, $274.29M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MGEE,MGE Energy Inc.,74.31, $2.58B ,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGEN,"Miragen Therapeutics, Inc.",1.17, $36.32M ,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MGI,"Moneygram International, Inc.",3.45, $214.07M ,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MGIC,Magic Software Enterprises Ltd.,8.95, $437.57M ,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
MGLN,"Magellan Health, Inc.",68.99, $1.68B ,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGNX,"MacroGenics, Inc.",14.39, $703.58M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx
MGPI,"MGP Ingredients, Inc.",50.7, $863.16M ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MGRC,McGrath RentCorp,65.68, $1.59B ,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MGTA,"Magenta Therapeutics, Inc.",11.8, $457.45M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta
MGTX,MeiraGTx Holdings plc,22.44, $748.81M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MGYR,"Magyar Bancorp, Inc.",12.039, $70.08M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",0.56, $46.52M ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MICT,"MICT, Inc.",0.6851, $7.54M ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MIDD,The Middleby Corporation,112.31, $6.25B ,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/midd
MIK,"The Michaels Companies, Inc.",5.77, $912.64M ,2014,Consumer Services,Recreational Products/Toys,https://www.nasdaq.com/symbol/mik
MILN,Global X Millennials Thematic ETF,24.95, $76.08M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/miln
MIME,Mimecast Limited,43.43, $2.68B ,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MIND,"Mitcham Industries, Inc.",3.8, $46.09M ,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",23.76, $18.96M ,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MINI,"Mobile Mini, Inc.",31.49, $1.41B ,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MIRM,"Mirum Pharmaceuticals, Inc.",14.53, $334.42M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mirm
MIST,Milestone Pharmaceuticals Inc.,16.8, $411.44M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mist
MITK,"Mitek Systems, Inc.",9.67, $388.51M ,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MITO,Stealth BioTherapeutics Corp.,12.4, $427.08M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mito
MJCO,Majesco,8.16, $350.35M ,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mjco
MKGI,"Monaker Group, Inc.",2.18, $23.61M ,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi
MKSI,"MKS Instruments, Inc.",75.93, $4.14B ,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MKTX,"MarketAxess Holdings, Inc.",367.02, $13.86B ,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MLAB,"Mesa Laboratories, Inc.",216.74, $850.48M ,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MLCO,Melco Resorts & Entertainment Limited,19.91, $9.16B ,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLHR,"Herman Miller, Inc.",43.36, $2.56B ,n/a,Consumer Durables,Office Equipment/Supplies/Services,https://www.nasdaq.com/symbol/mlhr
MLND,"Millendo Therapeutics, Inc. ",7.1, $95.04M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd
MLNT,"Melinta Therapeutics, Inc.",2.53, $34.79M ,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",107.78, $5.91B ,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MLVF,"Malvern Bancorp, Inc.",20.46, $158.88M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MMAC,"MMA Capital Holdings, Inc.",30.01, $176.66M ,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MMDM,Modern Media Acquisition Corp.,10.1, $66.47M ,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.25, n/a ,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,12.54, n/a ,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.171, n/a ,2017,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/mmdmw
MMLP,Martin Midstream Partners L.P.,4.45, $172.94M ,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MMSI,"Merit Medical Systems, Inc.",37.47, $2.07B ,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MMYT,MakeMyTrip Limited,22.09, $2.27B ,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MNCL,Monocle Acquisition Corporation,10, $222.8M ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mncl
MNCLU,Monocle Acquisition Corporation,10.4, n/a ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclu
MNCLW,Monocle Acquisition Corporation,0.35, n/a ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/mnclw
MNDO,MIND C.T.I. Ltd.,2.26, $44.78M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MNKD,MannKind Corporation,1.11, $210.47M ,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MNLO,Menlo Therapeutics Inc.,3.22, $77.13M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MNOV,"MediciNova, Inc.",8.29, $358.53M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MNRO,"Monro, Inc. ",78.25, $2.6B ,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MNSB,"MainStreet Bancshares, Inc.",21.86, $180.35M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mnsb
MNST,Monster Beverage Corporation,58.04, $31.62B ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MNTA,"Momenta Pharmaceuticals, Inc.",11.87, $1.17B ,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MNTX,"Manitex International, Inc.",5.77, $113.57M ,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MOBL,"MobileIron, Inc.",6.86, $753.21M ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MOFG,"MidWestOne Financial Group, Inc.",30, $486.52M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MOGO,Mogo Inc.,2.66, $72.56M ,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
MOMO,Momo Inc.,32.56, $6.75B ,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MOR,MorphoSys AG,30.61, $3.86B ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor
MORF,"Morphic Holding, Inc.",23.99, $710.02M ,2019,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/morf
MORN,"Morningstar, Inc.",155.37, $6.64B ,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOSY,"MoSys, Inc.",0.1448, $6.26M ,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MOTS,"Motus GI Holdings, Inc.",2.49, $71.63M ,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
MOXC,"Moxian, Inc.",1.55, $20.88M ,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
MPAA,"Motorcar Parts of America, Inc.",15.83, $299.04M ,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MPB,Mid Penn Bancorp,23.67, $200.62M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MPVD,Mountain Province Diamonds Inc.,0.95, $199.63M ,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MPWR,"Monolithic Power Systems, Inc.",151.16, $6.54B ,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
MRAM,"Everspin Technologies, Inc.",6.15, $105.48M ,2016,Technology,Semiconductors,https://www.nasdaq.com/symbol/mram
MRBK,Meridian Corporation,17.9, $114.69M ,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MRCC,Monroe Capital Corporation,10.66, $217.94M ,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MRCCL,Monroe Capital Corporation,25.2688, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl
MRCY,Mercury Systems Inc,83.68, $4.63B ,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
MREO,Mereo BioPharma Group plc,3.01, $58.97M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mreo
MRIN,Marin Software Incorporated,2.35, $15.57M ,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MRKR,"Marker Therapeutics, Inc.",4.7, $214.65M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MRLN,Marlin Business Services Corp.,23.42, $286.68M ,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MRNA,"Moderna, Inc.",13.3, $4.39B ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna
MRNS,"Marinus Pharmaceuticals, Inc.",1.23, $64.67M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRSN,"Mersana Therapeutics, Inc.",2.91, $139.13M ,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRTN,"Marten Transport, Ltd.",18.82, $1.03B ,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MRTX,"Mirati Therapeutics, Inc.",93, $3.65B ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MRUS,Merus N.V.,16.15, $377.58M ,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MRVL,Marvell Technology Group Ltd.,25.14, $16.62B ,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MSBF,MSB Financial Corp.,16.15, $84.46M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MSBI,"Midland States Bancorp, Inc.",25.95, $632.23M ,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSEX,Middlesex Water Company,60.38, $1B ,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
